1,42.0049,0.84,100,445
2,20.002,0.7002,100,491.19
3,42.0038,0.8409,100,445
4,42,0.84,100,445
5,25.0063,0.6207,60,462.54
6,34.9996,0.84,100,449.44
7,0.0019,0.0001,100,518.67
8,41.9981,0.84,100,445
9,42.0016,0.84,100,445
10,25.0019,0.6217,60,462.54
11,20.0016,0.7,100,491.19
12,34.9993,0.84,100,449.44
13,24.9986,0.62,60,462.54
14,20.0056,0.7008,100,491.19
15,25,0.62,60,462.54
16,20.0006,0.7012,100,491.19
17,9.9989,0.2506,100,489.05
18,42.0018,0.84,100,445
19,20.0031,0.7,100,491.19
20,20.007,0.7014,100,491.19
21,0.0027,0.0011,100,518.67
22,20.0025,0.7,100,491.19
23,0.0002,0.0018,100,518.67
24,25.005,0.62,60,462.54
25,42.0067,0.8413,100,445
26,19.9999,0.7,100,491.19
27,10.0038,0.25,100,489.05
28,0.0023,0.0004,100,518.67
29,25.0056,0.62,60,462.54
30,20.0019,0.7,100,491.19
31,20.0029,0.7,100,491.19
32,35.0063,0.84,100,449.44
33,41.9983,0.842,100,445
34,35.0052,0.8403,100,449.44
35,9.9991,0.25,100,489.05
36,41.9996,0.8402,100,445
37,35.0002,0.84,100,449.44
38,0.0006,0,100,518.67
39,35.0073,0.84,100,449.44
40,35.0033,0.84,100,449.44
41,25.0009,0.6201,60,462.54
42,24.9994,0.62,60,462.54
43,25.0043,0.6212,60,462.54
44,25.0055,0.62,60,462.54
45,25.0027,0.62,60,462.54
46,0.002,0,100,518.67
47,25.0031,0.62,60,462.54
48,41.9986,0.84,100,445
49,20.0016,0.7004,100,491.19
50,35.0039,0.842,100,449.44
51,10.0046,0.2505,100,489.05
52,42.0004,0.8406,100,445
53,20.006,0.7,100,491.19
54,42.0026,0.841,100,445
55,42.0047,0.84,100,445
56,20.0018,0.7,100,491.19
57,0.0015,0.0008,100,518.67
58,42.0047,0.84,100,445
59,24.9987,0.6209,60,462.54
60,20.0033,0.7007,100,491.19
61,35.0027,0.84,100,449.44
62,42.0028,0.841,100,445
63,0.0026,0,100,518.67
64,9.9987,0.25,100,489.05
65,0.0002,0.001,100,518.67
66,42.0043,0.84,100,445
67,35.0054,0.84,100,449.44
68,0.0001,0,100,518.67
69,0.0008,0,100,518.67
70,41.9999,0.8414,100,445
71,10.0061,0.25,100,489.05
72,42.0007,0.84,100,445
73,34.9996,0.8401,100,449.44
74,19.9997,0.7002,100,491.19
75,10.0057,0.25,100,489.05
76,20.0005,0.7007,100,491.19
77,41.9999,0.8409,100,445
78,42.0033,0.8413,100,445
79,42.0033,0.84,100,445
80,10.0077,0.25,100,489.05
81,20.0068,0.7005,100,491.19
82,35.004,0.8412,100,449.44
83,25.005,0.621,60,462.54
84,20.0031,0.7,100,491.19
85,42.0007,0.8417,100,445
86,0.0013,0,100,518.67
87,35.0073,0.8411,100,449.44
88,42.0001,0.8408,100,445
89,20.0045,0.7,100,491.19
90,0.0021,0.0006,100,518.67
91,9.9992,0.25,100,489.05
92,25.0046,0.62,60,462.54
93,20.0071,0.7,100,491.19
94,9.9987,0.2513,100,489.05
95,25.0055,0.6209,60,462.54
96,42.0036,0.84,100,445
97,10.0032,0.2518,100,489.05
98,10.0022,0.2515,100,489.05
99,41.9985,0.84,100,445
100,35.0077,0.84,100,449.44
101,34.9988,0.841,100,449.44
102,42.0057,0.84,100,445
103,42.0045,0.84,100,445
104,34.9989,0.84,100,449.44
105,9.9993,0.25,100,489.05
106,20.0052,0.701,100,491.19
107,25.0073,0.6206,60,462.54
108,34.9983,0.84,100,449.44
109,10.003,0.25,100,489.05
110,25.007,0.62,60,462.54
111,42.0072,0.84,100,445
112,9.9989,0.2511,100,489.05
113,0.001,0,100,518.67
114,10.0039,0.2509,100,489.05
115,20.0033,0.7001,100,491.19
116,0.0025,0,100,518.67
117,0.0009,0,100,518.67
118,9.9991,0.25,100,489.05
119,34.9985,0.84,100,449.44
120,20.0049,0.7007,100,491.19
121,35.001,0.84,100,449.44
122,25.005,0.62,60,462.54
123,10.0021,0.2505,100,489.05
124,25.0041,0.62,60,462.54
125,35.0039,0.84,100,449.44
126,41.9997,0.8413,100,445
127,0.0014,0,100,518.67
128,10.0046,0.2511,100,489.05
129,42.0074,0.84,100,445
130,42.0032,0.8406,100,445
131,42.0072,0.84,100,445
132,35.0018,0.84,100,449.44
133,20.0004,0.7018,100,491.19
134,42.0002,0.84,100,445
135,35.0012,0.84,100,449.44
136,19.9984,0.7004,100,491.19
137,42.0051,0.8413,100,445
138,24.9997,0.62,60,462.54
139,35.0034,0.8402,100,449.44
140,0.0009,0.0002,100,518.67
141,41.9993,0.8418,100,445
142,25.0072,0.62,60,462.54
143,10.0024,0.25,100,489.05
144,42.0077,0.8415,100,445
145,10.0003,0.2507,100,489.05
146,25.001,0.62,60,462.54
147,19.999,0.7005,100,491.19
148,10.0016,0.25,100,489.05
149,10.0058,0.2507,100,489.05
150,25.0027,0.622,60,462.54
151,35.0002,0.84,100,449.44
152,41.9996,0.84,100,445
153,25.0053,0.62,60,462.54
154,25,0.62,60,462.54
155,42.0042,0.84,100,445
156,19.9982,0.7,100,491.19
157,42.0026,0.84,100,445
158,35.0012,0.84,100,449.44
159,25.0015,0.62,60,462.54
160,0.0029,0.0009,100,518.67
161,10.0004,0.25,100,489.05
162,10.0044,0.25,100,489.05
163,25.0024,0.6209,60,462.54
164,0.0005,0.0001,100,518.67
165,9.9988,0.2506,100,489.05
166,10.0013,0.25,100,489.05
167,20.0061,0.7,100,491.19
168,35.0072,0.8408,100,449.44
169,0.0006,0,100,518.67
170,0.0007,0,100,518.67
171,9.9998,0.25,100,489.05
172,25.0077,0.6202,60,462.54
173,41.9984,0.84,100,445
174,9.9992,0.25,100,489.05
175,20.0076,0.7014,100,491.19
176,0.002,0,100,518.67
177,19.9999,0.7011,100,491.19
178,35.0062,0.84,100,449.44
179,42.0047,0.84,100,445
180,35.0016,0.84,100,449.44
181,0.0022,0,100,518.67
182,25.0042,0.62,60,462.54
183,25.005,0.6216,60,462.54
184,42.005,0.84,100,445
185,9.998,0.2518,100,489.05
186,10.0052,0.25,100,489.05
187,35.0044,0.841,100,449.44
188,20.0048,0.7,100,491.19
189,42.0079,0.8419,100,445
190,10.0042,0.25,100,489.05
191,42.0059,0.84,100,445
192,10.0018,0.25,100,489.05
193,25.0049,0.62,60,462.54
194,10.008,0.2514,100,489.05
195,42.0007,0.8413,100,445
196,0.0019,0,100,518.67
197,19.9981,0.7,100,491.19
198,25.0019,0.6219,60,462.54
199,42.0021,0.8412,100,445
200,25.0045,0.62,60,462.54
201,0.0024,0,100,518.67
202,35.001,0.8412,100,449.44
203,42.0037,0.8404,100,445
204,42.0005,0.84,100,445
205,9.9982,0.2512,100,489.05
206,35.0012,0.8416,100,449.44
207,41.9994,0.84,100,445
208,25.0036,0.6216,60,462.54
209,0.0009,0,100,518.67
210,25.0063,0.6205,60,462.54
211,10.0068,0.25,100,489.05
212,35.002,0.8406,100,449.44
213,35.0074,0.84,100,449.44
214,25.0035,0.62,60,462.54
215,42.0022,0.8411,100,445
216,24.9999,0.6203,60,462.54
217,0.002,0,100,518.67
218,0.0009,0.001,100,518.67
219,42.0031,0.8415,100,445
220,20.003,0.7,100,491.19
221,35.008,0.8419,100,449.44
222,42.0007,0.84,100,445
223,35.005,0.8415,100,449.44
224,24.9983,0.6215,60,462.54
225,25.0019,0.622,60,462.54
226,35.0033,0.84,100,449.44
227,42.0064,0.84,100,445
228,35.0026,0.8413,100,449.44
229,10.0033,0.25,100,489.05
230,34.999,0.84,100,449.44
231,41.9988,0.84,100,445
232,42.0025,0.8402,100,445
233,10.0044,0.2508,100,489.05
234,42.0031,0.8405,100,445
235,42.004,0.8403,100,445
236,0.0018,0.0019,100,518.67
237,25.0028,0.6208,60,462.54
238,20.0044,0.7,100,491.19
239,0.0014,0.0008,100,518.67
240,35.005,0.8401,100,449.44
241,41.9982,0.8407,100,445
242,20,0.7012,100,491.19
243,0.0028,0,100,518.67
244,41.9994,0.8415,100,445
245,19.9996,0.7,100,491.19
246,25.006,0.62,60,462.54
247,35.0049,0.8419,100,449.44
248,25.0046,0.6215,60,462.54
249,42.0024,0.8409,100,445
250,35.0048,0.84,100,449.44
251,0.0011,0,100,518.67
252,42.0004,0.8408,100,445
253,19.9993,0.7,100,491.19
254,10.0058,0.25,100,489.05
255,35.0069,0.84,100,449.44
256,35.0016,0.84,100,449.44
257,25.0017,0.62,60,462.54
258,25.0004,0.6217,60,462.54
259,35.0031,0.8414,100,449.44
260,34.9984,0.8406,100,449.44
261,41.9997,0.84,100,445
262,20.0048,0.7,100,491.19
263,20.0005,0.7003,100,491.19
264,35.0005,0.8411,100,449.44
265,25.0043,0.62,60,462.54
266,25.0053,0.62,60,462.54
267,20.0002,0.7,100,491.19
268,0.0009,0.0002,100,518.67
269,20.0059,0.7,100,491.19
270,20.0014,0.7,100,491.19
271,0.001,0.0018,100,518.67
272,25,0.6216,60,462.54
273,25.0024,0.622,60,462.54
274,42.0035,0.84,100,445
275,10.0064,0.25,100,489.05
276,42.0047,0.842,100,445
277,0.0018,0.0015,100,518.67
278,10.0075,0.2508,100,489.05
279,25.0009,0.62,60,462.54
280,25.0059,0.6218,60,462.54
281,20.0037,0.7013,100,491.19
282,35.0022,0.84,100,449.44
